id,source,left_context,mention,right_context,nil_type
381,test,", surrounded by their equipment and dressed in the regalia that define their trade. This work takes the viewer beyond taboos, unveiling a universal",human desire,"to escape reality, creating alternate worlds that oscillate between fantasy, truth and perversion.*Impersonating Mao, ChinaThis photo-d",Non-Entity Phrase
382,test,"for the entire family. Since its founding, ToniK has produced several projects including The Watsons Go To Birmingham which Lewis Lee wrote,",the giver,", She's Gotta Have It and MONSTER.",Non-Entity Phrase
384,test,Manchus created a mixed culture on the margin of Chinese society and gradually absorbed Chinese ideas and practises as they strengthened themselves,against the day,"when they would be able to extend their power over the entire country. Knight Biggerstaff, ( Review), The Far Eastern Quarterly, 2(3",Non-Entity Phrase
387,test,"Bemis' first order was for 200 half-barrel sacks. To allay worries that machine-sewn bags were inferior to traditional hand-sewn bags, Judson Bemis",unconditionally,"guaranteed every bag his company manufactured.In 1867, Judson Bemis' brother, Stephen A. Bemis, returned from the gold rush and join",Non-Entity Phrase
391,test,"with the option to terminate the contract after the first year.On November 4, 2004, episode of SmackDown!, taped in St. Louis, Missouri, during an",unscripted,"segment of Tough Enough, Kurt Angle, a former American amateur wrestler and 1996 Olympic gold medalist, challenged the finalists through",Non-Entity Phrase
393,test,"e must cast her aside.Five years later we find that the girl, who is now a loathsome sight, has learned the bitter lesson of the eternal truth, The",wages of sin,is death. It is death to the soul at all events. She has gone down to the lowest depths and is arrested in a low Russian tavern. As she,Non-Entity Phrase
395,test,c of human rights. Later he accused HRW of exploiting the rhetoric of human rights to delegitimize Israel . Human Rights Watch accused Steinberg of,sleight,"of hand in his reporting of its activities, and of ignoring its condemnations of Palestinian militant actions.In 2014, former Associated Pre",Non-Entity Phrase
399,test,"1, Hullabaloo, One Night in the Tropics, Love Thy Neighbor, The Reluctant Dragon, Tall, Dark and Handsome, A Man Betrayed, Kisses for Breakfast and",the great awakening,", among others.Parker died at the Cedars of Lebanon Hospital in Los Angeles on August 5, 1941 after a series of heart attacks. He",Non-Entity Phrase
400,test,"nnouncing the existence of a request for money laundering investigation assistance letter from the Swiss government, the former president called an",evening press,"conference and admitted that his past election campaigns had misstated election finance expenses, and had leftover monies in campaign",Non-Entity Phrase
401,test,"edia), the child narrator is given a dreidel made of cast lead. See in: , on Google Books; Gavriely-Nuri, , 30 shana leMilkhemet Levanon haRishona:",mabat,"mekhudash (conference), 3rd session: yitzugei Levanon vehamilkhama batarbut haYisre'elit, The Hebrew University of Jerusalem 鈥?The Leonard Dav",Non-Entity Phrase
404,test,===:The Twilight Zone (1959 TV series) (season 1) :Where Is Everybody? :One for the Angels :Mr. Denton on Doomsday :The Sixteen-Millimeter Shrine :,walking distance,:Escape Clause :The Lonely (The Twilight Zone) :Time Enough at Last :Perchance to Dream (The Twilight Zone) :Judgment Night :And Wh,Non-Entity Phrase
410,test,"he perceived tastes of their own audience. An example is The Office, a BBC sitcom which got adapted as The Office US, Kontoret in Sweden,",le bureau,"in France, Stromberg in Germany, La Job in Quebec and La Ofis in Chile.A format is licensed by TV networks, so that they may",Non-Entity Phrase
416,test,"illustrated by Brian Selznick, Simon &amp; Schuster (New York, NY), 2001. * Things Not Seen (middle-grade novel), Philomel (New York, NY), 2002. *",the jacket,"(originally serialized in Boston Globe), illustrated by McDavid Henderson, Simon &amp; Schuster (New York, NY), 2002. * A Week in the Woo",Non-Entity Phrase
417,test,"indi actor and singer, son of Mahendra Kapoor. He started his film career at the age of 16 as an assistant director with Manoj Kumar for the film",kranti,". After that, he became active on the stage with Shafi Inamdar and even acted for two of his most popular plays - Neela Kamra and Adaa",Non-Entity Phrase
424,test,", but an offshoot of the High Church movement associated with the idea of a revival of the [a]ncient British Church —which Pearson calls a literary",fantasm,"—and his abbey church conducts some services in Welsh. The Cambrian noted that had Lyne addressed the 1889 National Eisteddfod of Wales, in",Missing Entity
430,test,"attain immortality. Aman and Reet eventually save the child, killing Pandey in the process, however Aman is fatally injured. Reet and Aman share a",last kiss,before he dies in her arms. Reet is given a hero's welcome and she finds a new sense of life in herself.==Cast==* Akshay Kumar as Professo,Non-Entity Phrase
432,test,"dicals that in the Speaker election of January 1833, against his own wish, he was nominated by the Scottish MP Joseph Hume to become Speaker of the",first reformed,"House of Commons. He was seconded by Daniel O'Connell himself. Littleton spoke against his own nomination, expressing his confidence",Non-Entity Phrase
433,test,"h school, she writes him a love letter but is rejected instantly. She is crushed to see her letter was not even looked at and decides to give up on",the jerk,"who rejected her without even reading it. On the same day, Kotoko's house is hit by a shooting star and collapses. As it is being rebuilt,",Non-Entity Phrase
439,test,".He ultimately took a commission in the army, retiring as a Lt. Colonel after serving as Chief of the Liaison and Protocol Division at OMGUS in the",divided city,"of Berlin following the Second World War. Following the end of the war, Roudakoff maintained his position at OMGUS, but transferred to",Non-Entity Phrase
440,test,y and public corruption for professional research and education. The Chicago Crime Commission maintains current information on crime issues and,criminal activities,"involving organized crime, gangs and public corruption. Recent publications include: The Gang Book (2012) and Friend and F",Non-Entity Phrase
442,test,"iends go on a quest to rescue his mom from the underworld, leading them across America to find Persephone's pearls, while proving that Percy is not",the lightning thief,"and is innocent.===Percy Jackson: Sea of Monsters (2013)===In October 2011, 20th Century Fox announced a sequel based on the sec",Non-Entity Phrase
446,test,"men are discussed in these days and times, some of the veterans of football hark back to the days of Carlisle's glory on the gridiron and speak of",the mighty,"Bemus Pierce. Pierce played with his brothers, Jerry and Hawley, on the same team ... Bemus Pierce scaled nearly 225 pounds, but he was t",Non-Entity Phrase
448,test,"attention of Jefferson, who realizes Spider-Man is not the enemy and encourages him. Miles paralyzes Kingpin with his venom blast and throws him at",the kill,"switch, destroying the collider.Kingpin and his enforcers are arrested and Jefferson recognizes Spider-Man as a hero, while Miles embraces",Non-Entity Phrase
450,test,"i, dans l'Affaire Ghofrane Haddaoui, un cas de lapidation en 2004, l'excuse de minorité a été refusée, et les auteurs condamnés à 23 ans de prison,",voir,", 15 avril 2007, Le Nouvel Observateur.).=== Responsibility of leaders and deciders ===To ensure that certain legal and regulatory provisions a",Non-Entity Phrase
452,test,"His Frenchness now turns into a gift, as he entertains his classmates with anecdotes about France. However, this alienates him from Pashka. In the",cruel world,"of teenagers, he now openly scorns Pashka to gain the others' acceptance.It is on the Mountain of Joy, the mountain hideaway where all t",Non-Entity Phrase
453,test,ng rituals...the outline of a sentimental sickness emerges' 鈥?something made 'manifest in the erotically charged fantasmes du cadavres exquis [ the,fantasm,"of the exquisite cadaver ] through which [men] conflate women and sepulchral desire'.Emily Apter, in Lynn Hunt ed., Eroticism and the Body P",Non-Entity Phrase
454,test,"tern, central and southern Europe, except for far northern latitudes; the Caucasus; Middle East; Central Asia; and Mongolia. The solitary bee has a",black and blue,"coloured body, 20鈥?7&amp; mm in length, and densely covered with purple hairs. The small wings also have a purple tint. The bee creat",Non-Entity Phrase
456,test,An intertidal wetland is an area along a shoreline that is exposed to air at,low tide,and submerged at high tide. This type of wetland is defined by an intertidal zone and includes its own intertidal ecosystems.,Non-Entity Phrase
457,test,"al Kroni as a Ten-headed mighty warrior, as per the request of Mayon, naming him as Ravanan, with ten heads as ten mountains.He oppressed all those",living on earth,"by extracting Uliyam from them. He subdued all the earthly kings and made them pay tributes to him. Suffering under his oppression,",Non-Entity Phrase
461,test,"with ceilings.On the upper floors there are 94 guest rooms. They range from in size, from single rooms to suites. Standard amenities include marble",vanities,"in the bathrooms, high-speed Internet access, a DVD player, fully stocked mini-bar and beds with 300-thread count linens. Their configurati",Non-Entity Phrase
462,test,"audience. Two songs recorded during the session, Moody Blue and She Thinks I Still Care would be released the following year on his final album,",moody blue,.==Reissues==In 2000 the album's tracks were added to Moody Blue to create an expanded 19-track CD of the latter title. In 2000 a tw,Non-Entity Phrase
465,test,". 573 In 1938 he shifted to Brazzaville, to serve as Head of Livestock for French Equatorial Africa. During these years he produced more than fifty",scientific reports,"on the African fauna.==War==During World War II, Malbrant was an officer in the Free French Forces.Mortimer, Edward. '. New York:",Missing Entity
467,test,eived the Order of the Three Stars.== Filmography ===== Feature films===*Ness un Nesija (1991) *Kaķīša dzirnavas (1994)=== Short films ===*Lietainā,diena,"(1969) *Hallo, Hela! (1970) *Pieci kaķi (1971) *Re, kāds gadījums! (1972) *Kā vilks sivēntiņu neapēda (1972) *Ringlas ceļojums (1973) *Pasaka",Non-Entity Phrase
468,test,n his own times Systems of Consanguinity made a significant intellectual impact. Karl Marx read both Systems and Morgan's subsequent book,ancient society,(1877) which built on and extended the arguments of the previous one. Morgan's thought became foundational in Marx's development o,Non-Entity Phrase
469,test,"call: A call, 'Shout', received when an appliance or crew is away from the station.==S==*Safe-Zoning: The objective of 'safe-zoning' is to confine",the fire within,"the compartment/s involved at the outset of operations, prior to removing the dangerous smoke, fire gases and other products of comb",Non-Entity Phrase
472,test,succor the suffering ) was a purgatorial society established adjacent to the church of Saint Biagio della Pagnotta; their goal was to pray for the,spirits of the dead,"and dying. Two years later, the group received a charter of approval from Pope Clement VIII. In 1620, it was elevated to Arcicon",Non-Entity Phrase
477,test,"in Hong Kong, he wore a Zeichen written as in the Chinese language. In Japanese, this kanji means golden journey . His progeny are sometimes named",after words,"about trips or travel. One of these is Dream Journey, who won the Grade 1 Arima Kinen, Takarazuka Kinen ,and Asahi Hai Futurity Stakes.=",Non-Entity Phrase
478,test,) is a girl with a happy disposition in life who dreams of meeting her the one someday. She has been dreaming of meeting her the one and having the,perfect wedding,"ever since she was a little girl. When she meets Lance (Enchong Dee), a Chinese descendant, in a wedding, she immediately knows that",Non-Entity Phrase
479,test,==Bodywork==The cars were distinctively styled in the later 1930s,vogue,for Razor Edge coachwork used in the 1940s by others including Austin for its big Sheerline. The six light (featuring three side windows on each side) design and the thin C pillars at the rear of the passenger cabin anticipa,Non-Entity Phrase
480,test,"Varney International Speedway also known as Full Throttle Motor Speedway @ Varney, is a 1/4",mile high,"banked short track motor racing oval, located south of the village of Varney, in Durham, Ontario, Canada. The track hosts a weekly Saturday night stock car racing program that runs from May to S",Non-Entity Phrase
481,test,"ed this link in his 'Author's Note' (1920), claiming that although critics had attempted to show this link, The world of the living contains enough",marvels,and mysteries as it is.Georges Franju made a 1973 television film La ligne d'ombre based on the novel. Andrzej Wajda made a 1976 film adapta,Non-Entity Phrase
491,test,"to sell all of his possessions.Richie returns and the two discuss their state in the world. Eddie states his philosophy on life: You get born, you",keep your head down,"and you die. If you're lucky. Their contestant loses Miss World, and Richie is further depressed. Eddie reveals that he never pl",Non-Entity Phrase
492,test,"ho gwashtaga, :wati meeray pito cho gwashtaga, :shai abaee shai kabaee, :agay takay bibiten hat-tali :pahoukana hancho dost mani, :shalwaray bonday",darr,"kutain :janay darre pakko kutain, :lenchan wati jattay, :hanga mano gah-bo-waton gah-be-watonEnglish :My Shai mubarak says, :O Mureed leave you",Non-Entity Phrase
494,test,hit on the UK Singles Chart when released in September 1956.A Show Called Fred provoked strong reactions upon broadcast for its unusual content.,the people,reported that the show had received more telephone complaints than any other ITV show for being difficult to understand. Reviewing the,Non-Entity Phrase
499,test,"ine. In later years, as continuity strips gave way to humor strips, the subtitles vanished. In a nod toward the classic daily strips of yesteryear,",the cartoonist,Bill Griffith continues the tradition by always centering a hand-lettered episode subtitle above each of his Zippy strips. In rare ca,Non-Entity Phrase
500,test,sold in many countries. The cereal pieces are ring-shaped (hence loops ) and come in a variety of bright colors and a blend of fruit flavors (hence,froot,", a cacography of fruit). However, there is no actual fruit in Froot Loops and they are all the same flavor. Kellogg's introduced Froot Loops",Non-Entity Phrase
504,test,"955c61592f65dd59163ecb5582/biography?app=true They experimented with more new-age and pop-influenced sounds in the 1980s and 1990s, as evident on",macalla,"(1985), and Anam (1990). This transition would ultimately go on to define their sound as almost purely 'Celtic', making them innovator",Non-Entity Phrase
505,test,"6, Spain * Es m铆o, 隆devu茅lvemelo! from the collection 鈥淢isha, la gata violeta鈥?Grupo SM, 2006, Spain * 隆No tengo sue帽o! from the collection 鈥淢isha,",la gata,"violeta鈥?Grupo SM, 2006, Spain * El dentista es un monstruo, from the collection 鈥淢isha, la gata violeta鈥?Grupo SM, 2007, Spain * Un hermano",Non-Entity Phrase
507,test,"Remeta and reconstructed it. The appearance of the earlier church is not known, and the extant one was erected on the same site in 1739. The throne",icons,"on the altar screen were painted by Janko Halkozović in 1759, and the wall paintings are a 1910 work of Kosta Vanđelović.Mala Remeta Monastery",Non-Entity Phrase
508,test,The following is a list of all the,all that,"cast members and performers. The show ran from 1994鈥?005 originally and returned in 2019, with three series runs total. The first run ran for six seasons, from 1994 to 2000. However, the show was put on a hiatus for a TV season after the sixth seas",Non-Entity Phrase
511,test,) (with fatherfake)===Singles===* Cupcake (Digital 鈥?2013) * Hymn of the Haunted Hunter (Digital 鈥?MHR031 鈥?2014) * Lion's Pride (Digital 鈥?2016) *,all i see,is stars (Digital 鈥?2017)==External links==*==References==,Non-Entity Phrase
512,test,==Plot==When newspaper reporter Mike Reese (Duryea) loses his job at a big,city paper,"he finds that no one else will hire him. Reese borrows money from a gangster and buys half the interest in a small-town newspaper, The Lakeville Sentinel, in the town of Lakeville. The newspaper is owned by Cat",Non-Entity Phrase
514,test,"played the lead role of Charles Charming in pantomime for the Bardic Theatre company in Northern Ireland.After parting with Mercury, he signed with",the specialist,"Irish music label Emerald . In October 2005, under the name Malachi , he released his second album, Celtic Heartbeat (Where the Heart",Non-Entity Phrase
515,test,"London, the seeds of world music were planted, later to be heard on Childs's first album. In 1983, Childs provided backing vocals on Scottish band",the europeans,"' track A.E.I.O.U . Band member Steve Hogarth later returned the favor by doing the same on Childs's debut album Union.In 1985, after r",Non-Entity Phrase
516,test,"n Mitchard's novel 鈥?is about losing a child. This is, essentially, emotional blackmail for anyone with a family. Two hundred monkeys fighting over",one word,"processor could make you cry over material like that. Yet producer/star Michelle Pfeiffer, director Ulu Grosbard and scriptwriter Stephen S",Non-Entity Phrase
519,test,"ap Afternoon Activity: Museum of Pre-history, Ancient History &amp; Medieval Archeology===Day 5 (3 April 2015)===Location: Vienna Morning Activity:",chocolate factory,鈥?the couples got to taste some of the chocolate and were tasked of making marzipan creations Afternoon Activity: Viennese Waltz c,Non-Entity Phrase
524,test,on the Grass 鈥?5:07 # Dr X 鈥?5:20==Track listing CD==# Present Arms 鈥?4:08 # Sardonicus 鈥?4:29 # Don't Let It Pass You By 鈥?7:45 # Wildcat 鈥?3:04 #,one in ten,鈥?4:32 # Don't Slow Down 鈥?4:28 # Silent Witness 鈥?4:15 # Lamb's Bread 鈥?4:48 # Don't Walk on the Grass 鈥?5:07 # Dr X 鈥?5:20== Personnel,Non-Entity Phrase
526,test,"mee at Giel Beelen's show GIEL on 1 December 2011. *On 12 January 2012, Dutch singer Gerst released a parody of Ik neem je mee , called Ik laat je",thuis,"(English: I'll Leave You At Home ). Just as Het Feestteam, Gers made the parody especially for Carnival 2012. The video on YouTube was watched",Non-Entity Phrase
527,test,asks her father to invite martial artists from throughout the jianghu to participate in a contest to win her hand-in-marriage in the hope that her,dream lover,will show up. Her wish is fulfilled when Xuzhu joins the contest and provides the correct answers to her questions. She recognises him a,Non-Entity Phrase
530,test,"m into the game. Once a Game Face character is created, he can then be applied to the player in game. Faces can be changed on the web any time. The",game face,"is used as the player's avatar in online play. Players can also grow their players attributes and player traits, celebrations, and kit can",Non-Entity Phrase
533,test,"ont, described by Brion as the outer skin of a chrysalis, discarded by the future personality fore-shadowed in that gaze when the coming tempest of",conflicting emotions,"burst upon him. Brion, 133-34 In the end his fears were misplaced; soon after his return to Nuremberg he was widely hailed and",Non-Entity Phrase
538,test,atles attend an art show where a girl tries to be like other artists. They inspire her with music. Sing Alongs: I'll Be Back / Little Child9.,little child,/ I'll Be Back: A Native American girl on a Texas Indian reservation wants to prove that girls are as good at trapping as boys are by,Non-Entity Phrase
539,test,"ssed-in-black Ellis-Bextor holds his hand. She convinces him to take his photograph, and after realizing it is a trap, he tries to escape. However,",the temptress,finds him running and takes his photograph; trapping him in a frame as well.Love Is a Camera has been performed throughout Ellis-Bexto,Non-Entity Phrase
542,test,"st was raised from the dead by the glory of the Father, even so we also should walk in newness of life.==Verse 23==New King James Version : For the",wages of sin,"is death, but the gift of God is eternal life in Christ Jesus our Lord.==See also==* Baptism * Related Bible parts: Matthew 28==Referen",Non-Entity Phrase
543,test,"has now been moved) once stood here also. The remains of Adventureland include a seesaw structure, the brick remains of a wall that surrounded the",crooked house,"originally stood, Mission Control (a Nasa-style space control room with levers and buttons) and an old Wicksteed roundabout. This area",Non-Entity Phrase
545,test,"PRAVO= Građansko pravo je sačinjeno iz stvarnog, obligacionog, bračnog, porodičnog, naslednog i trgovinskog prava. Što se tiče građanskog prava za",vreme,"srednjovekovne Srbije, sva punoletna lica su se smatrala poslovno sposobnima bez obzira na veru ili pol. Čak se i provlači činjenica da su nek",Non-Entity Phrase
546,test,"This is a list of Ambassadors of the United States to the Democratic Republic of the Congo.From 1877 until 1960, the republic had been",a colony,"of Belgium, first under the name Congo Free State and then Belgian Congo.The Congo was granted its independence on June 30, 1960, adopting the name “Rep",Non-Entity Phrase
549,test,clan was winning the BLAST Pro Series Copenhagen 2019.==Awards &amp; Recognition==* Was voted the best player of 2016 by HLTV.org. * Was voted the,best player,"of 2017 by HLTV.org. * Was voted the 10th best player of 2018 by HLTV.org. * Was voted the MVP of 8 different tournaments, including 2 M",Non-Entity Phrase
550,test,"The Strategy category is about how well a robot exploits its opponent's weaknesses, protects its own, and handles the hazards. A robot driving over",the kill,"saws will lose points here unless it had good reason to do so, while a robot that is able to attack its opponent's weak areas will gain poi",Non-Entity Phrase
551,test,"vy, talantlivy!) (1986) * Kin-Dza-Dza (1986) * Joys of the Youth (Zabavy molodykh) (1987) * The Black Monk (1988) * Vechnyy muzh (1989) * Kanuvshee",vremya,(1989) * Shkura (1991) * Nelyubov (1991) * Tsar Ivan the Terrible (1991) * See Paris And Die (Uvidet Parizh i umeret) (1992) * The Smoke (Dym,Non-Entity Phrase
552,test,==Landmarks==Ataq is described by Lonely Planet as not at all like an inland Yemeni town ; other publications have described it as,beau geste,"in appearance and completely different and surrounded by desert.The Journal of the Royal Artillery, Volumes 90-92, Woolwich, Eng. Royal Artillery Institut",Non-Entity Phrase
554,test,914 and 31 December 1916 the magazine was published with the title of La Voce Bianca. The content of the magazine also changed and it became a pure,literary review,"using the motto, know how to read. The writers of the magazine at that time commonly produced poetic or prose fragments. It was clos",Non-Entity Phrase
555,test,"ered outside of the US, and that American laws and citizenship no longer apply. Arlen is soon kidnapped by two women in a golf cart. When she wakes",chained up,", a woman cuts off her right arm and leg. Arlen later tricks the woman into unchaining her, kills her, observes cannibalism of human limbs",Non-Entity Phrase
559,test,"s in January 1969, and the song featured on the award-winning album From Elvis in Memphis. * Andy Williams released a version in 1969 on his album,",happy heart,". * Claude François translated the lyrics into French and recorded it as Si Douce A Mon Souvenir , in 1970. * Bing Crosby released a vers",Non-Entity Phrase
561,test,"ical on February&amp; 3, after increased wind shear weakened the convection. The former depression intensified as an extratropical storm, attaining",gale force,winds while accelerating its forward motion due to an approaching trough. The system was no longer tracked after February&amp; 6 as it ap,Missing Entity
567,test,"which he was alleged to have thrown a male student to the ground, handcuffed him, and taken him to the county jail. At the jail, inmates reportedly",undressed,"the boy and applied Vaseline to his back. , By Carl Willis, KPRC Local 2, January 25, 2008 In April 2009 the policeman was sentenced to 30",Non-Entity Phrase
568,test,"which there is neither pain nor suffering; in this state, even the impossible can happen. In the second period, love escapes reality and lives in a",world of fantasy,"and perfection. To this period belongs the Poesías (Poems), a body of poetry, published in successive editions.A third major area o",Non-Entity Phrase
583,test,ald concentration camp.After the expulsion of the Kapos who were mostly habitual criminals Kraemer acted in the camp underground as the KPD Kapo of,the prisoner,hospital. Through the initiative of Walter Kraemer conditions in the infirmary were changed fundamentally for the better. From this poi,Non-Entity Phrase
585,test,==Districts==Districts are the administrative,unit one,"level below divisions in the administrative hierarchy of Pakistan. Bannu Division consists of the following three districts:==History==In 1941, Bannu Division (excluding North Waziristan) was one of five trans-Indus districts in the North-We",Non-Entity Phrase
586,test,Wally's Cafe (1981).Clark remained active in writing for television and film up through the early 1990s. His many television credits include,that girl,"(1970), Silver Spoons (1985鈥?987), and Moonlighting (1989), among others.He also co-wrote the screenplays to the films Silent",Non-Entity Phrase
592,test,except for some cliffs in the north and small hilly areas in the interior. It is bordered by a silvery beach and areas of flat ground consisting of,coraline,diluvium. It is a flat fertile island covered with clusters of coconut palms and enchanting beaches with a roaring sea all around.Compared,Non-Entity Phrase
599,test,"To Nowhere (Okka Disk, 2002) *Broken English (Okka Disk, 2002) With Rob Brown *Breath Rhyme (Silkheart Records, 1990) *High Wire (Soul Note, 1996) *",round the bend,"(Bleu Regard, 2002) *The Big Picture (Marge, 2004) *Crown Trunk Root Funk (AUM Fidelity, 2008) With Roy Campbell, Joe McPhee &amp; Wa",Non-Entity Phrase
600,test,"Admiral had her boilers replaced, her funnel was replaced by two non-retractable funnels, and a fixed propeller was installed in 1892. The ship was",reclassified,"as a 1st-class cruiser on 13 February 1892 and participated the Columibian Naval Review in Hampton Roads, Virginia, the following year.",Non-Entity Phrase
603,test,Rust and Tex pretending to be ghosts. *The beginning of the 1997 direct-to-video comedy-drama fantasy film Casper: A Spirited Beginning is set on a,death train,bound for Ghost Central Station. * Miner's Silver Ghost 鈥?Merle Haggard famously wrote and performed this song about a ghost train that,Non-Entity Phrase
604,test,"retti to banish Gates from the ER to the ICU. Later, the grandfather of a young girl who died from injuries sustained during the stampede strangled",the jerk,"to death, having realized who he was as a result of Gates's actions. Though Gates initially was viewed as an ER reject, he bonded with a yo",Missing Entity
607,test,"lavors of Southern Italy, Pasta Improvvisata, and Williams-Sonoma Pasta, and contributed to the Italian section of the 1997 revision of",joy of cooking,". She is a member of the International Association of Culinary Professionals, the Italy-based international Slow Food movement, and",Non-Entity Phrase
609,test,"either side, and doors on either side. A heater stands at the rear. A flush deck hatch gives access to the engine compartment. The next compartment",behind the wheel,"room, and a little lower, is the bunk room, long, with three bunks on the port side and a shower on the starboard side, replacing t",Non-Entity Phrase
612,test,en shared that her vocal contributions was one of the things he's happiest about the album. She is the ideal icon that appeals to both Japanese and,western people,"says Tei. She is very much a part of the club scene already, particularly among the gay community, and she looks amazing.The song GBI",Non-Entity Phrase
614,test,ght in a collection of Sullivant clippings to use as inspiration for the Dance of the Hours sequence in Fantasia. His influence is also apparent in,the walrus,in Alice in Wonderland and the elephants in Dumbo. Hee continued to use these clippings as a teacher at the California Institute of the A,Non-Entity Phrase
618,test,"s traditional intervention opening lines ( I'm here for these folks who really love you like crazy, and want you to hear them out, and then you can",say what you want,"to say ). The characters then read their letters out loud, all of which open with Dear Hoyt (similar to letters the families norma",Non-Entity Phrase
619,test,"and release ==After the tickets of the European leg of The Sun Comes Out World Tour, which was launched to promote Shakira's eighth studio album",she wolf,"(2009) and ninth studio album Sale el Sol (2010), were sold-out, she extended the tour into 2011 and announced a show to be held at t",Non-Entity Phrase
620,test,had been completed. Bassist Wolfgang Rothbauer who formerly played for Disbelief and Zombie Inc. joined Edenbridge in 2013. The eighth studio album,the bonding,"was released in June 2013.Lanvall and Sabine began a side project, Voiciano , in February 2014. It focuses exclusively on acoustical mus",Missing Entity
624,test,"rench Revolution of 1848. His involvement with socialist organisations led to him being subject to police action. After the coup d'état of 1851, he",fled,"to London. There he met Joseph Dejacque with whom he ran a co-operative restaurant La sociale . In 1853, he returned to Paris, where he became",Missing Entity
625,test,"the Bhagavad Gita, Lord Krishna says to Arjun that ahamkara must be removed - in other words, it should be subordinated to the lord. The reason for",this is that,"the Self is not (cannot be) present when one is in a state of ahamkara.In Bhagavad Gita Lord Krishna says Air, water, earth, fire, sky,",Non-Entity Phrase
628,test,"r service==From 12 to 16 January 1945, Company A of the 825th was attached to 30th Infantry Division., Center for Military History. Following this,",the battalion,"was withdrawn from combat and assigned to rear-area security duties.Yeide, p. 281 Whilst in the rear area, it was re-equipped with M10",Non-Entity Phrase
629,test,"possible pairing with Colin, she added: I, for one, hope that Maria Arena Bell and Co. keep Colin in Genoa City and surprise us all by making him a",dream lover,"for Jill. She is a multidimensional character with a lot of fire, and a great capacity to be soft and vulnerable. Goodness knows she’s b",Non-Entity Phrase
630,test,"ortance. Built by Sir John Jacob (whose tomb is in St Mary's Church) for his son in-law Reverend A. Oakes (of St Mary's Church), it featured in the",hand in glove,episode of the BBC Drama The Inspector Alleyn Mysteries.===The White Horse Inn===The White Horse Inn was built in the seventeenth cent,Non-Entity Phrase
638,test,ngers accentuate the importance of the bandish and its methodical exposition. Singers following Faiyaz Khan's style resort to the dhrupadic nom-tom,alaap,"before singing the bandish. The singers of this gharana are also great masters over layakari or the rhythmic component. In fact, layakari is t",Missing Entity
639,test,"emi-finals for the first time ever, being absent from the final for the first time since 2000, marking Greece's worst result at the contest. In the",2018 contest,", Greece failed to qualify for the second time with Yianna Terzi and the song Oniro mou finishing 14th in the semi-final. Greece returne",Non-Entity Phrase
640,test,"The Concord grape is a cultivar derived from the grape species Vitis labrusca (also called fox grape) that are used as table grapes,",wine grapes,"and juice grapes. They are often used to make grape jelly, grape juice, grape pies, grape-flavored soft drinks, and candy. The grape is sometimes u",Non-Entity Phrase
649,test,ome from the Hill (1960) *Home for the Holidays: (1972 &amp; 1995) *Home from Home: (1939 &amp; 2013) *Home Movie (2013) *Home on the Range (1935) *,home on the range,(1946) *A Home on the Range (2002) *Home on the Range (2004) *Home Room (2003) *Home Run (2013) *Homeboy (1988) *Homecoming (1928),Non-Entity Phrase
652,test,"urch stood somewhat lower, near the Sylte farm. After the flood, the church was moved to the Tune farm, where it still stands.Eistein Kjørn created",the altar,"and pulpit for the church. The pulpit was based on Jakob Klukstad's pulpit for Heidal Church, which burned in 1933 due to a lightning stri",Non-Entity Phrase
653,test,Sex Magic 鈥?Ciara featuring Justin Timberlake (#5) * The Loving Kind 鈥?Girls Aloud (#10) * Mad 鈥?Ne-Yo (#19) * Never Forget You 鈥?Noisettes (#20) *,new in town,鈥?Little Boots (#13) * New Divide 鈥?Linkin Park (#19) * Not Fair 鈥?Lily Allen (#5) * Paparazzi 鈥?Lady Gaga (#4) * Poppiholla 鈥?Chicane (,Non-Entity Phrase
655,test,"dox, performing a DESOTO patrol, was engaged by three Vietnam People's Navy P 4-class torpedo boats of the 135th Torpedo Squadron. In the ensuing",sea battle,", the Maddox expended over 280 3 and 5 shells, and four U.S. Navy F-8 Crusader jets strafed the North Vietnamese. There was damage to",Non-Entity Phrase
656,test,"the second harmonic of the power line frequency (100&amp; Hz or 120&amp; Hz), since the heavy ground currents are from AC to DC power supplies that",rectify,"the mains waveform. See also ground loop.In vacuum tube equipment, one potential source of hum is current leakage between the heaters and ca",Non-Entity Phrase
659,test,ht there was some magnetic force in the hill that squeezed all the power out of the motors. After a realignment of Highway 4 that short section was,taken out,of daily use. It has been declared the Magnetic Hill Road Museum .==External links==* * * * - Information on the area and resort *,Non-Entity Phrase
662,test,== Name ==The company's name derives from Hindi:,mahanagar,"meaning metropolis (maha big , nagar city ) and nigam meaning corporation .== History ==Bombay Telephone was founded in 1882. The first telephone exchange in Mumbai began operations on 28 January 1882. Delhi's first telephone system was",Non-Entity Phrase
663,test,"darker, shorter hairstyle where the purple highlights [frame] her face , compared to the use of purple in Bennet's hair which was more like softer",highlights,".===Filming===Filming for the season began on July 16, 2018, in Culver City, California, with Gregg directing the first episode of the se",Non-Entity Phrase
669,test,"who received critical acclaim for her dignified studio portraiture of queer leather communities in California, Cronin's snapshots are taken in the",frenzy,"of participation. Emerging concurrently in the early 1990s, both Cronin and Opie offer a lesbian counterpart to Robert Mapplethorpe's controv",Non-Entity Phrase
